SentenceId,EpisodeId,Season,Episode,Sentence
4122,12,1,12,"Barney: Remember? When it comes to you, how could I forget?"
4123,12,1,12,Barney: (to bartender) They all drink vodka cranberries.
4124,12,1,12,"Barney: So, is there anything else you need, sweetie?"
4125,12,1,12,"Claudia: You got $400,000?"
4126,12,1,12,"Barney: No, but I do have a hug."
4127,12,1,12,"(Barney puts his arms out, Claudia hugs him)"
4128,12,1,12,"Barney: (looking up, whispers) Thank you."
4129,12,1,12,INT. STUART'S APARTMENT
4130,12,1,12,(Ted and Marshall talk to Stuart as he packs books into boxes)
4131,12,1,12,"Ted: Stuart, I don't know what to say. If I caused this in any way..."
4132,12,1,12,"Stuart: Ted, for all I know you did me the biggest favor anyone's every done me."
4133,12,1,12,"Marshall: Oh, come on, man, you don't mean that."
4134,12,1,12,"Stuart: Yeah, I do. This whole thing's made me realize, I miss being single. I miss staying out late and making messes and not cleaning them up. I miss owning p0rn."
4135,12,1,12,"Marshall: Dude, who doesn't."
4136,12,1,12,"Stuart: You know, I'll see some super-hot model chick and I'll think, ""why am I with Claudia? I can be with her."""
4137,12,1,12,"Ted: That's crazy. I mean, you're the luckiest...you and Claudia both..."
4138,12,1,12,"Stuart: The point is, I wanna get married, I wanna settle down. But right now, that's just not who I am. I'm not a commitment guy, I'm a single guy."
4139,12,1,12,"Ted: Stuart, you don't have to be one or the other. Everybody feels this way sometimes."
4140,12,1,12,"Relationships aren't easy, they're hard work. It's about compromise, growing together, all that Dr. Phil crap."
4141,12,1,12,"Stuart: How would you know, you're not even married?"
4142,12,1,12,"Ted: OK, ask this guy. Nine years he's been with Lily. He's the pro. This guy knows relationships. Tell him, Marshall."
4143,12,1,12,"Marshall: Stuart, don't get married."
4144,12,1,12,Ted: Dude.
4145,12,1,12,Stuart: What?
4146,12,1,12,"Marshall: I'm sorry. Being in a couple is hard and committing, making sacrifices, it's hard. But if it's the right person, then it's easy. Looking at that girl and knowing she's all you really want out of life, that should be the easiest thing in the world. And if it's not like that, then she's not the one. I'm sorry."
4147,12,1,12,"Ted: You know I don't have $400,000, right?"
4148,12,1,12,INT. MACLAREN'S
4149,12,1,12,"(Barney and Claudia sit next to each other in booth) Claudia: Maybe we got together too young. Maybe that's what the problem was. I mean, I'm 28 years old. I've really only been with one man."
4150,12,1,12,"Barney: That's just, that's... (yelling over to bartender) two more vodka cranberries please."
4151,12,1,12,"Barney: Claudia, it's all gonna be OK."
4152,12,1,12,"Claudia: Thanks for listening, Barney. Really means a lot to me."
4153,12,1,12,"Barney: Isn't it weird that we should run into each other like this? Two souls of equal levels of attractiveness, both fitting together like two pieces of a very attractive puzzle."
4154,12,1,12,"Lily: Oh, hell no."
4155,12,1,12,(Lily grabs Barney's ear and drags him away from Claudia)
4156,12,1,12,Barney: Oww
4157,12,1,12,"Lily: Claudia is getting married tomorrow and so help me God, if I catch you even so much as breathing the same air as her, I will take those peanuts you try to pass off as testicles and I will squeeze them so hard your eyes pop out and then I'll feed them to you like grapes."
4158,12,1,12,"Barney: Wait, my eyes or my testicles? Lily: One of each."
4159,12,1,12,"Barney: All right, all right."
4160,12,1,12,"(Stuart, Marshall and Ted enter MacLaren's)"
4161,12,1,12,Stuart: Claudia.
4162,12,1,12,Claudia: Stuart. I'm so sorry.
4163,12,1,12,(Claudia stands up)
4164,12,1,12,Stuart: I'm so sorry too.
4165,12,1,12,Claudia: I love you.
4166,12,1,12,"Stuart: I love you too, babe. Marshall and Ted set me straight, and when Marshall told me not to marry you, it made me realize..."
4167,12,1,12,Claudia: Marshall said what?
4168,12,1,12,"(Claudia pushes Stuart out of the way to try to attack Marshall, Marshall hides behind Lily)"
4169,12,1,12,Stuart: He made me realize how much I love you. These guys got us back together.
4170,12,1,12,(Stuart and Claudia kiss)
4171,12,1,12,"Ted: So, where did we land on the whole 'plus one' thing?"
4172,12,1,12,"(Claudia turns around and tries to attack Ted, Ted runs away) Future Ted VO: It took three more vodka cranberries to subdue Claudia but eventually she graciously agreed to let me bring Robin."
4173,12,1,12,INT. ROBIN'S APARTMENT BUILDING
4174,12,1,12,"(Ted walks up to Robin's front door in tuxedo, knocks on door, Robin opens door)"
4175,12,1,12,Ted: Still wow.
4176,12,1,12,Robin: Wow yourself. Look who else brought it.
4177,12,1,12,INT. ROBIN'S APARTMENT
4178,12,1,12,(Ted walks into Robin's apartment)
4179,12,1,12,"Ted: Oh yeah, I thought about leaving it at home, but I figured I don't wanna get there and realize I need it and have to go all the way back to get it, so, yeah, I brought it."
4180,12,1,12,(Robin's cell phone rings)
4181,12,1,12,Robin: Sorry.
4182,12,1,12,(Robin takes phone out of purse and answers)
4183,12,1,12,"Robin: Hello. Oh my God, tonight? You're kidding. Robin: (to Ted) They want me to anchor the news tonight."
4184,12,1,12,"Robin: Really? Like, anchor anchor? What happened to Sandy? OK, OK, sure, what time do you need me to...Right now! Oh."
4185,12,1,12,Ted: Do it. Do it.
4186,12,1,12,"Robin: OK, I need like five minutes to change and um, I'll call you from the cab..."
4187,12,1,12,INT. WEDDING RECEPTION
4188,12,1,12,"(Ted and Barney sit at table, Marshall and Lily dancing)"
4189,12,1,12,"Marshall: So, admit it, this wedding is both indoors and amazing."
4190,12,1,12,Lily: I'll give you the crab puffs. The crab puffs are good.
4191,12,1,12,Marshall: Crab puffs were incredible.
4192,12,1,12,Lily: We should totally have them at our wedding.
4193,12,1,12,"Marshall: Definitely. Hey, we just agreed on something."
4194,12,1,12,Lily: Did we just start planning our wedding?
4195,12,1,12,Marshall: I think we did.
4196,12,1,12,(Marshall and Lily kiss)
4197,12,1,12,Lily: We totally have to get that brown dipping sauce.
4198,12,1,12,"Marshall: Oh, I thought the red sauce was like aweome."
4199,12,1,12,"Lily: My God, were you born without taste buds? (Marshall smiles and laughs)"
4200,12,1,12,Lily: What?
4201,12,1,12,Marshall: I love you.
4202,12,1,12,(cut to Robin anchoring the news)
4203,12,1,12,"Robin: Coming up, are there snakes living in your walls? The answer may surprise you, after the break."
4204,12,1,12,(back to wedding scene)
4205,12,1,12,(Stuart and Claudia dance)
4206,12,1,12,"Barney: Man, you know something, Stuart's my new hero. If that dude can bag a nine, I gotta be able to bag like a sixteen."
4207,12,1,12,Ted: What's a sixteen?
4208,12,1,12,Barney: Those two eight's right over there. Yeah.
4209,12,1,12,(Claudia and Stuart walk over to Ted and Barney)
4210,12,1,12,Claudia: Hi Ted.
4211,12,1,12,Ted: Claudia.
4212,12,1,12,Claudia: We just wanted to get a picture with the woman who almost ended our relationship.
4213,12,1,12,"Stuart: Yeah, where is she?"
4214,12,1,12,Ted: Um (clears throat) She couldn't make it.
4215,12,1,12,(Claudia laughs)
4216,12,1,12,"Ted: What's so funny? Claudia: Plan a wedding, you'll see."
4217,12,1,12,(Stuart and Claudia walk away)
4218,12,1,12,"Ted: Look at that. That's how it's supposed to be, that, right there. Easy. Simple. It's just not like that with Robin. It's not easy, and on some level, it has to just be easy."
4219,12,1,12,"Barney: Speaking of easy, bridesmaids, Ted. Bridesmaids."
4220,12,1,12,(Claudia walks towards Ted)
4221,12,1,12,"Claudia: By the way, I almost forgot. We found this."
4222,12,1,12,"(Claudia hands Ted his reply card, Ted takes it and looks at it, Claudia walks away)"
4223,12,1,12,Ted: I didn't check 'plus one'. You were right. Barney: Of course I was right.
4224,12,1,12,Ted: I'm single. Maybe that's just who I am. And you know what? I like being single.
4225,12,1,12,Barney: Being single's the best.
4226,12,1,12,Ted: Stay out as late as you want.
4227,12,1,12,Barney: Answer to no one.
4228,12,1,12,Ted: The whole world full of endless possibilities.
4229,12,1,12,Barney: Never having to go to a farmer's market.
4230,12,1,12,(Ted and Barney clink champagne glasses)
4231,12,1,12,"Barney: OK, ah, doing some math here. Table six has got three bridesmaids, an eight, an eight and a seven. I am willing to give you one of the eight's, lowering myself to a fifteen, which means you owe me..."
4232,12,1,12,"Future Ted VO: So there we were, two single guys doing our usual single guy thing. For whatever reason, I had let myself believe that this night would be a turning point, that this was the night that my life, my real life, would finally begin. Funny thing is, I wasn't totally wrong."
4233,12,1,12,"(Ted notices girl at table, Girl looks at Ted and smiles"
4234,12,1,12,Future Ted VO: 'Cause that night was just beginning.
4235,13,1,13,(pictures of brides and grooms at their weddings)
4236,13,1,13,"Future Ted VO: Kids, in life there are a lot of big romantic moments, and they make life worth living. But here's the problem, moments pass, and lurking just around the corner from those moments is a cruel, unshaven b*st*rd named reality."
4237,13,1,13,INT. WEDDING RECEPTION
4238,13,1,13,"(Ted, Barney and Tanya, a bridesmaid, sit)"
4239,13,1,13,"Future Ted VO: And so, back in 2006, on the night of Claudia and Stuart's wedding, reality was the enemy."
4240,13,1,13,"Tanya: Wow, the Peace Corps?"
4241,13,1,13,"Barney: Yeah, I ship out tomorrow for two years. You know, some people say the Peace Corps is the most noble thing a person can do. To those people, I say, ""Is it?"" And usually they say, ""yes it is."""
4242,13,1,13,"Tanya: Barney, they are so right. I wish there was something I could do."
4243,13,1,13,"Barney: Oh, Tanya, I'm so glad you said that."
4244,13,1,13,(Barney leans over and whispers to Tanya)
4245,13,1,13,Future Ted VO: This wasn't how I thought the night would turn out.
4246,13,1,13,(Ted's dream scenario of him and Robin dancing)
4247,13,1,13,Future Ted VO: This was finally supposed to be my big moment with Robin. But then reality came along.
4248,13,1,13,"(flashback to Robin getting called to do news, then flashback of Robin anchoring the news)"
4249,13,1,13,Future Ted VO: Robin got called up last minute to anchor the 11 o'clock news. It was her big break.
4250,13,1,13,(back to present scene)
4251,13,1,13,"Future Ted VO: And I went to the wedding stag. Then, when I least expected it..."
4252,13,1,13,"(Ted notices girl and smiles, Girl smiles back)"
4253,13,1,13,INT. APARTMENT
4254,13,1,13,"(Lily and Marshall sitting on couch, Ted walks over to them)"
4255,13,1,13,"Lily: Hey, where the hell did you disappear to last night?"
4256,13,1,13,Ted: I had the most amazing night ever.
4257,13,1,13,"Marshall: Tell me about it, that cake, best cake I ever had. Seriously. My stomach was like, hey bro, I don't know what you're eating 'cause I don't have any eyes but it's basically awesome so keep sending it down gullet alley."
4258,13,1,13,"Lily: Yeah, I know. My stomach was like, girlfriend, we don't always get along but that cake..."
4259,13,1,13,Marshall: Say what?
4260,13,1,13,Ted: Lily.
4261,13,1,13,"Lily: Oh right. Most amazing night ever, and go."
4262,13,1,13,(flashback to Ted talking to Victoria at wedding)
4263,13,1,13,"Victoria: I should tell you, I have a rule. I never hook up at weddings."
4264,13,1,13,Ted: I'm guessing you haven't always had this rule.
4265,13,1,13,"Victoria: Well, here's the thing. Those big romantic moments, they're great when they happen, but they're not real."
4266,13,1,13,"Ted: Exactly. Exactly, like, like just now, when I saw you doing the chicken dance out there, I'm not gonna lie to you, big time thunderbolt."
4267,13,1,13,Victoria: You should see me tap-dance. You'd be down on bended knee.
4268,13,1,13,Ted: Sadly not out of character. But I know now it's just a mirage.
4269,13,1,13,Victoria: Wedding goggles.
4270,13,1,13,"Ted: Exactly. And that, in a nutshell, is why I'm not putting the moves on you."
4271,13,1,13,Victoria: This isn't the moves?
4272,13,1,13,"Ted: What, you think this is the moves? Believe me, you'd know the moves. People ten tables away would know the moves."
4273,13,1,13,Victoria: That's too bad.
4274,13,1,13,Ted: Tell me about it.
4275,13,1,13,"Victoria: You know, I think I have a solution."
4276,13,1,13,Ted: Interested.
4277,13,1,13,"Victoria: And, to preface this, we're not going to sleep together tonight."
4278,13,1,13,Ted: Less interested.
4279,13,1,13,(Victoria laughs)
4280,13,1,13,Ted: Go ahead.
4281,13,1,13,"Victoria: OK. So the thing that always screws it up is the next day, right? So, why don't we just cut that part out."
4282,13,1,13,Ted: What are you saying?
4283,13,1,13,"Victoria: I'm saying, I'm here, you're here, and this is a big, romantic wedding. Why don't we just dance and have a great time and then when it's over, never see each other again."
4284,13,1,13,Ted: Unless...
4285,13,1,13,"Victoria: No, no unless. No emails, no phone numbers, not even names. Tonight we will make a memory that will never be tarnished. And then, when we're old and gray, we'll look back on this night and it'll be perfect."
4286,13,1,13,"Ted: Wow. OK, I'm in."
4287,13,1,13,Victoria: OK.
4288,13,1,13,"Ted: I guess, what, we'll need fake names?"
4289,13,1,13,"Victoria: Um, you can call me Buttercup."
4290,13,1,13,"(Victoria extends hand, Ted shakes it)"
4291,13,1,13,"Ted: Pleased to meet you, Buttercup. I'm Lando Calrissian."
4292,13,1,13,(Victoria laughs)
4293,13,1,13,"Ted: Wow, this is kind of exciting. Our names will forever be shrouded..."
4294,13,1,13,(Barney comes up to Ted with a bridesmaid)
4295,13,1,13,"Barney: Ted, Ted, Ted, look, I got a bridesmaid, Ted, look, look, Ted, the second hottest bridesmaid, Ted, look. See ya Ted."
4296,13,1,13,(Barney leaves quickly with Tanya)
4297,13,1,13,"Ted: So, I'm Ted."
4298,13,1,13,Victoria: Victoria. But no last names.
4299,13,1,13,Ted: No last names.
4300,13,1,13,(back to present scene)
4301,13,1,13,Marshall: Oh.
4302,13,1,13,"Lily: Oh, what is wrong with you?"
4303,13,1,13,"Marshall: Dude, that is just like... a weenie ass idea."
4304,13,1,13,"Ted: No, it was awesome. I had a great night, I'm never gonna see her again, and there's no way to ruin it."
4305,13,1,13,"Marshall: Ted, how do I explain this to you? Last night I had the best cake of my life. You think I'm gonna let that cake out of my life? Hell, no. I'm gonna find out what bakery made that cake and then I'm gonna get some more cake."
4306,13,1,13,"Ted: That cake really got to you, huh?"
4307,13,1,13,Marshall: It haunts me.
4308,13,1,13,"Lily: So, what happened next?"
4309,13,1,13,"(flashback to Ted and Victoria at wedding) Victoria: OK, ground rules have been established."
4310,13,1,13,Ted: Mm-hm.
4311,13,1,13,Victoria: Now let's see some of these moves I've heard so much about.
4312,13,1,13,(Ted gets up and grabs a bottle of champagne and two glasses and comes back over to Victoria and grabs her hand and leads her out of the reception area)
4313,13,1,13,Victoria: Wait wait wait wait wait.
4314,13,1,13,(Ted and Victoria slow down and stop by the cake table)
4315,13,1,13,Victoria: Let's do all the single ladies in this joint a big favor and steal the bouquet.
4316,13,1,13,"Ted: Yes, but we'll need a diversion."
4317,13,1,13,(Ted grabs utensil from table and starts clinking his glass with it)
4318,13,1,13,Ted: Kiss.
4319,13,1,13,"(Other people at wedding start clinking their glasses and chanting ""kiss, kiss..."", Victoria grabs bouquet and she and Ted rush out of reception)"
4320,13,1,13,"Ted: Go. Go, go, go"
4321,13,1,13,(back to present scene)
4322,13,1,13,"Lily: So, that's what happened to the bouquet. You know, good for Victoria. It's such an evil tradition."
4323,13,1,13,Ted: You're not gonna do it at your wedding?
4324,13,1,13,"Lily: Oh, yeah, I'm gonna take that flower grenade and chuck it into the crowd and scream, crawl for it, bitches. It's just what girls do."
4325,13,1,13,"Marshall: So, where did you guys go?"
4326,13,1,13,(flashback to Ted playing piano and Victoria tap-dancing)
4327,13,1,13,Ted: Very nice.
4328,13,1,13,Victoria: Yeah?
4329,13,1,13,(Victoria sits down on piano bench next to Ted)
4330,13,1,13,"Victoria: OK, I don't really know how to tap-dance."
4331,13,1,13,Ted: I couldn't really tell.
4332,13,1,13,(Ted and Victoria laugh)
4333,13,1,13,"Ted: Well, it's too bad you're not gonna get some tonight."
4334,13,1,13,"Victoria: Oh, if I wanted some, I could get some."
4335,13,1,13,Ted: No you couldn't.
4336,13,1,13,Victoria: You're a dude. I could totally...
4337,13,1,13,Ted: Totally get some.
4338,13,1,13,"(Ted and Victoria look at each other, Ted starts to lean in towards Victoria)"
4339,13,1,13,Victoria: We're not gonna kiss tonight.
4340,13,1,13,(Ted pounds keys on piano)
4341,13,1,13,"Victoria: If we kiss, all of this becomes real. You, you might use too much tongue, or not use enough and then suddenly, poof, spell's broken."
4342,13,1,13,Ted: I will use exactly the right amount of tongue.
4343,13,1,13,"Victoria: OK, how about this? The best part of any first-kiss is the lead-up to it, the moment right before the lips touch. It's like a big drumroll. So, how about, tonight, we just stick with the drumroll."
4344,13,1,13,Ted: OK.
4345,13,1,13,Victoria: But we can't kiss.
4346,13,1,13,Ted: OK.
4347,13,1,13,(Victoria and Ted lean in to each other as if to kiss and pull away)
4348,13,1,13,(back to present scene)
4349,13,1,13,"Marshall: A drumroll? That's it. So, what, you just said good-night, came home, and performed a drum solo?"
4350,13,1,13,"Lily: Oh, Ted, you're such a doof. I mean, this girl sounds amazing."
4351,13,1,13,"Ted: She was completely amazing. She was amazing and funny and we connected on every level. And, I'm never gonna see her again."
4352,13,1,13,"(Ted gets up and walks towards kitchen, turns back suddenly toward Lily and Marshall)"
4353,13,1,13,"Ted: Dammit, I have to see her again."
4354,13,1,13,"Lily, Marshall: Yes."
4355,13,1,13,"Marshall: So, let's get to work, man. What else do you know about her?"
4356,13,1,13,"Ted: Nothing. Her name's Victoria, that's all I got. Wait, Claudia, Claudia would know."
4357,13,1,13,"Lily: Well, Claudia's on her honeymoon. She'll be back in two weeks. Call her then."
4358,13,1,13,"Ted: Yes, two weeks, good idea. I'm calling her now."
4359,13,1,13,(Ted starts dialing his cell phone)
4360,13,1,13,"Lily: No, Ted, you don't mess with a honeymoon."
4361,13,1,13,"Marshall: Yeah, come on, dude. Ask her about the cake."
4362,13,1,13,INT. AIRPORT
4363,13,1,13,"(Claudia and Stuart are in line to board, Claudia's phone rings, she answers it)"
4364,13,1,13,Claudia: Ted?
4365,13,1,13,"(Ted on phone in his apartment) Ted: Hey, Claudia, great wedding, beautiful toast, touching stuff. How's the honeymoon? Listen, I'm calling because last night I met this girl and I was wondering if you had..."
4366,13,1,13,(Claudia on phone)
4367,13,1,13,"Claudia: Oh, you have got to be freakin kidding me."
4368,13,1,13,"Stuart: Oh, here we go."
4369,13,1,13,"Claudia: 24 hours ago, you were begging, begging me to bring some other girl to my wedding, and now, what, you're over her?"
4370,13,1,13,(Ted on phone)
4371,13,1,13,Ted: I've moved on.
4372,13,1,13,(Claudia on phone)
4373,13,1,13,"Claudia: What was her name? Was it my fat cousin, Lindsay? Don't be embarrassed. She has pretty eyes."
4374,13,1,13,(Ted on phone)
4375,13,1,13,"Ted: Uh, no, her name was Victoria, I don't know her last name."
4376,13,1,13,(Claudia on phone)
4377,13,1,13,"Claudia: Well, lucky for you, I know that guest list backwards and forwards."
4378,13,1,13,(Ted on phone)
4379,13,1,13,Ted: Thank God.
4380,13,1,13,(Claudia on phone)
4381,13,1,13,"Claudia: Unlucky for you, there was no Victoria at my wedding. Good-bye, Ted."
4382,13,1,13,(Claudia hangs up)
4383,13,1,13,INT. APARTMENT
4384,13,1,13,(Ted puts phone down from his ear)
4385,13,1,13,Ted: There was no Victoria at the wedding.
4386,13,1,13,"Lily: Maybe she used a second fake name. Oh, she's good, she's very good."
4387,13,1,13,"Marshall: Maybe she was a ghost. That's why she didn't wanna kiss you, because you'd just pass right through her and feel really cold for a second. Oh my God, I just had a great idea for a screenplay."
4388,13,1,13,Ted: Marshall. She was not a ghost.
4389,13,1,13,"Marshall: I know that she wasn't a ghost, she picked up a bouquet, proving she had corporeal form."
4390,13,1,13,"Ted: Wait, wait, wait, she was sitting across from a couple of bridesmaids. She must have been at their table. Maybe they know who she was?"
4391,13,1,13,Lily: Great. How do we get in touch with the bridesmaids?
4392,13,1,13,(Ted dials his phone)
4393,13,1,13,
4394,13,1,13,INT. MASSAGE PARLOR
4395,13,1,13,"(Barney lying down getting massage, masseuse is standing on Barney's back, Barney's phone vibrates, he answers)"
4396,13,1,13,"Barney: This better be good, I'm about to enter nirvana. By the way, I should give you Nirvana's phone number, she gives a great massage. Say what?"
4397,13,1,13,Nirvana: Barney.
4398,13,1,13,(Nirvana kicks Barney)
4399,13,1,13,Barney: Ow. I know the house rules. Es un chiste.
4400,13,1,13,(Ted on phone)
4401,13,1,13,"Ted: Uh, listen, Barney, I saw you talking to that bridesmaid last night. Did you happen to get her phone number?"
4402,13,1,13,(Barney on phone)
4403,13,1,13,Barney: You know I did.
4404,13,1,13,(Ted on phone)
4405,13,1,13,Ted: Great. I'm gonna need you to call her for me.
4406,13,1,13,(Barney on phone)
4407,13,1,13,Barney: You know I won't.
4408,13,1,13,(Ted on phone)
4409,13,1,13,Ted: Why not?
4410,13,1,13,INT. MACLAREN'S
4411,13,1,13,"(Ted, Barney, Marshall, and Lily sit at booth)"
4412,13,1,13,"Barney: Because we just hooked up last night. I can't call the girl the next day. I have to wait at least, like, forever. Oh snap. Never gonna call her. Besides, she thinks I'm on my way to India."
4413,13,1,13,"Lily: Oh, come on, Barney. It's for a good cause."
4414,13,1,13,"Barney: Ted going all castrati over another girl is exactly not a good cause. Sorry, buddy, I wish I could help you, my hands are tied. Oh no, wait, that was last night."
4415,13,1,13,(Barney makes whip sound)
4416,13,1,13,"Ted: OK, Barney, I'll tell you what I'm gonna do. You make this call and I will go with you to Foxy Boxing."
4417,13,1,13,Barney: Really? Ted: Yeah.
4418,13,1,13,Barney: But you always said that Foxy Boxing girls were neither foxy nor good at boxing.
4419,13,1,13,Ted: I'm ready to be proven wrong.
4420,13,1,13,Barney: Tonight? Ted: Tonight. Dial.
4421,13,1,13,"Barney: (on phone) Yeah, Tanya, turns out I don't leave for the Peace Corps until tomorrow. Yeah, I know, sucks. Just one fewer day I get to help people. Anyway, this girl, any idea who she was? Hold on."
4422,13,1,13,Barney: (to Ted) What kind of shoes...
4423,13,1,13,"Barney: (on phone) Tanya, he's a dude. He's not gonna know what kind of shoes she was wearing."
4424,13,1,13,Ted: Actually.
4425,13,1,13,Barney: Oh come on.
4426,13,1,13,(flashback to Ted walking out of piano room)
4427,13,1,13,Victoria: Hey.
4428,13,1,13,"(Victoria throws bouquet to Ted, Victoria walks up to Ted)"
4429,13,1,13,"Ted: So, what do you want to do next?"
4430,13,1,13,Victoria: Uh...
4431,13,1,13,Ted: Don't think...first thing that comes into your mind.
4432,13,1,13,Victoria: Hold this.
4433,13,1,13,"(Victoria takes off her shoes and hands them to Ted, Victoria does a cartwheel)"
4434,13,1,13,Ted: Whoa. There she goes.
4435,13,1,13,(back to present scene)
4436,13,1,13,Barney: (on phone) Apparently she was wearing brown shoes with little snowflakes on them.
4437,13,1,13,"Yeah, they do sound cute. Any idea who...? OK, well thanks anyway. Yeah, you take... Tonight? Well, I'm shipping out pretty early so I won't be able to stay over, but, yeah, sure, I'd love to. OK, I'll talk to you later."
4438,13,1,13,(Barney hangs up phone)
4439,13,1,13,"Barney: Sorry, Ted, I won't be able to make foxy boxing tonight."
4440,13,1,13,Ted: I understand.
4441,13,1,13,"Lily: OK, let's not lose hope. We'll call the hotel, maybe she was staying there. We'll have them check the registry for anyone named Victoria. Or maybe she goes by Vicky or Tori..."
4442,13,1,13,Marshall: Or Ictor. Probably doesn't go by Ictor.
4443,13,1,13,"Ted: No, you know what? This is fate. I am never supposed to see this girl again. That was the whole point of the night. I've just been saved from myself. Let's drink many beers."
4444,13,1,13,Marshall: Agreed.
4445,13,1,13,(Marshall and Ted clink beer glasses)
4446,13,1,13,"Future Ted VO: And I thought that was the end of it, but then..."
4447,13,1,13,INT. APARTMENT
4448,13,1,13,"(Lily sits on couch reading magazine, knock at door, Lily gets up and opens door, Robin comes in)"
4449,13,1,13,"Lily: Hey, there's the anchor lady! How was it?"
4450,13,1,13,"Robin: Oh, I don't know. Why don't you ask the new substitute weekend anchor. Robin? Thanks, Robin, it was awesome. Back to you, Robin."
4451,13,1,13,"Lily: Congrats, that's so cool."
4452,13,1,13,"(Lily and Robin hug, then sit down on couch)"
4453,13,1,13,"Robin: Yeah, I felt really bad bailing on Ted though."
4454,13,1,13,"Lily: Oh, don't even worry about it. In fact..."
4455,13,1,13,"(flashbacks of Ted and Victoria running out of reception with bouquet, Victoria sitting next to Ted on piano bench, Victoria doing her cartwheel)"
4456,13,1,13,"Future Ted VO: And then Lily told her the whole story, right down to the brown shoes with the little snowflakes on them, and by the end of it..."
4457,13,1,13,"(back to present scene, Robin sits there with her mouth agape)"
4458,13,1,13,Lily: What?
4459,13,1,13,Robin: I know who she is.
4460,13,1,13,"Lily: You know who she is? But, you weren't even at the wedding."
4461,13,1,13,"Robin: Actually, I kind of was."
4462,13,1,13,Lily: What?
4463,13,1,13,"Robin: Well, after the newscast, I was so excited, I decided to surprise Ted by going to the reception."
4464,13,1,13,"(flashback to Robin walking in hallway of reception in her red dress, she stops at doorway of piano room and sees Ted and Victoria lean in as if to kiss each other, Robin walks away and walks into bathroom, Robin goes into stall and sits down and starts to cry)"
4465,13,1,13,Robin: Dammit. Stop it. What the hell?
4466,13,1,13,Victoria: Hello? You OK in there?
4467,13,1,13,"Robin: Uh, yeah, I'm fine. Just allergies or something. I'm fine."
4468,13,1,13,"Victoria: Listen, do you wanna come and cry out here? I've been told I'm an excellent hugger."
4469,13,1,13,"Robin: Oh, thanks, but I don't actually cry in front of people, or cry at all for that matter. Man, it's gross. Does everyone snot up this much when they cry?"
4470,13,1,13,"Victoria: Hey, you're speaking to a fellow snotter. So, why are you crying?"
4471,13,1,13,(back to present scene)
4472,13,1,13,Lily: Because you have feelings for Ted.
4473,13,1,13,"Robin: I don't know, maybe."
4474,13,1,13,"Lily: OK, what is wrong with the two of you?! Seriously. He likes you and you like him, just, just, just be together. Geez, Louise, happiness is not that difficult."
4475,13,1,13,"Robin: Oh, look, OK. Yes, I cried in the bathroom, and that was weird. But that doesn't mean I'm in love with the guy. The fact is I don't know how I feel."
4476,13,1,13,Lily: Yes you do. Seeing him with someone else and crying about it. Guess what? That's how you feel. That is nothing but how you feel.
4477,13,1,13,"Robin: OK, fine, I have feelings for him. Happy? Lily: Kinda, yeah."
4478,13,1,13,Robin: But it doesn't change anything. I still don't wanna get married and he's still... Ted. What I should do is just tell him who Victoria is so he could be happy.
4479,13,1,13,Lily: Or you could tell him you're into him and then you could both be happy.
4480,13,1,13,Robin: I'm gonna go find him.
4481,13,1,13,(Robin walks towards the front door)
4482,13,1,13,"Lily: Well, wait. Which one are you gonna tell him?"
4483,13,1,13,Robin: I have no idea.
4484,13,1,13,INT. MACLAREN'S
4485,13,1,13,"(Marshall, Ted and Barney sit at booth)"
4486,13,1,13,"Barney: And here's the most amazing part. Because I told her I converted all my money to India dollars, she gave me fifty bucks to take a cab to the airport. That's right, I just got paid for s*x."
4487,13,1,13,(Barney takes a 50-dollar bill out of his pocket)
4488,13,1,13,Barney: I really should give this money to the Peace Corps. They've done so much for me lately.
4489,13,1,13,(Robin walks up to booth)
4490,13,1,13,"Robin: Hi, guys,"
4491,13,1,13,Ted: Hey.
4492,13,1,13,"Robin: Um, Ted, can I talk to you outside for a second?"
4493,13,1,13,Ted: Sure. What's up?
4494,13,1,13,"(Ted gets up, Ted's phone rings)"
4495,13,1,13,"Robin: Uh, I, I have to tell you something."
4496,13,1,13,Ted: Oh.
4497,13,1,13,"Robin: Oh, just get it."
4498,13,1,13,(Ted answers his phone)
4499,13,1,13,Ted: Hello.
4500,13,1,13,(Stuart sitting in airport on phone with Ted)
4501,13,1,13,"Stuart: Ted, it's Stuart. My lovely bride would like to say something to you."
4502,13,1,13,(Stuart passes phone to Claudia)
4503,13,1,13,Claudia: Ted. I'm sorry I hung up on you earlier. My new husband and a vodka cranberry which cost $10.50 at the freakin' airport bar. When is this plane going to board?!
4504,13,1,13,Stuart: Sweet pea.
4505,13,1,13,Claudia: Have helped me realize that sometimes I can act like a crazy person. And I don't want my new husband to think I'm a crazy person.
4506,13,1,13,(Ted on phone)
4507,13,1,13,"Ted: It's fine, Claudia. Don't worry about it."
4508,13,1,13,(Marshall whispers to Ted about cake and makes cake-eating motions)
4509,13,1,13,"Ted: Oh, um, Marshall wanted to know where you guys got that cake."
4510,13,1,13,(Claudia on phone)
4511,13,1,13,Claudia: Cake.
4512,13,1,13,(Robin looks at Ted) (flashback to Victoria passing bouquet to Robin under bathroom stall door)
4513,13,1,13,Victoria: Why don't you take this? Sounds like you could use it.
4514,13,1,13,"Robin: Thanks. You're very sweet. So, are you a friend of the bride or groom?"
